Period	Specialty	Procedure	Provider	Zone	Facility	Year	Quarter	Consult_Median	Consult_90th	Surgery_Median	Surgery_90th
2015_q4	General Surgery	Bowel Resection		Total	Provincial	2015	4	18	97	24	79
2015_q4	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2015	4			9	17
2015_q4	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2015	4	18	133	13	78
2015_q4	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2015	4	31	97	51	107
2015_q4	General Surgery	Bowel Resection		Zone 4	QE2	2015	4	13	58	24	112
2015_q4	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2015	4	10	29	16	33
2015_q4	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2015	4	11	34	34	56
2015_q4	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2015	4	27	107	21	77
2015_q4	General Surgery	Bowel Resection		Zone 2	Colchester Regional	2015	4	35	66	24	65
2015_q4	General Surgery	Bowel Resection		Zone 1	Valley Regional	2015	4	19	231	30	54
2016_q1	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2016	1	16	27	13	73
2016_q1	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2016	1	19	57	21	58
2016_q1	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2016	1	22	76	61	118
2016_q1	General Surgery	Bowel Resection		Total	Provincial	2016	1	20	85	31	95
2016_q1	General Surgery	Bowel Resection		Zone 1	Valley Regional	2016	1	30	138	51	113
2016_q1	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2016	1			9	22
2016_q1	General Surgery	Bowel Resection		Zone 4	QE2	2016	1	19	77	38	109
2016_q1	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2016	1	14	47	18	68
2016_q1	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2016	1	20	283	25	48
2016_q2	General Surgery	Bowel Resection		Total	Provincial	2016	2	22	78	28	75
2016_q2	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2016	2			19	24
2016_q2	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2016	2	14	42	22	75
2016_q2	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2016	2	15	100	32	67
2016_q2	General Surgery	Bowel Resection		Zone 1	Valley Regional	2016	2	28	78	37	52
2016_q2	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2016	2	16	35	19	50
2016_q2	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2016	2	55	139	22	86
2016_q2	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2016	2	14	74	23	64
2016_q2	General Surgery	Bowel Resection		Zone 2	Colchester Regional	2016	2	33	220	32	57
2016_q2	General Surgery	Bowel Resection		Zone 4	QE2	2016	2	16	64	29	98
2016_q3	General Surgery	Bowel Resection		Zone 1	Valley Regional	2016	3	17	59	28	60
2016_q3	General Surgery	Bowel Resection		Total	Provincial	2016	3	15	49	26	73
2016_q3	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2016	3			16	41
2016_q3	General Surgery	Bowel Resection		Zone 4	QE2	2016	3	14	54	28	86
2016_q3	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2016	3			16	41
2016_q3	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2016	3	21	67	26	89
2016_q3	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2016	3	13	42	23	50
2016_q3	General Surgery	Bowel Resection		Zone 2	Colchester Regional	2016	3	7	64	36	86
2016_q3	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2016	3	10	29	12	70
2016_q3	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2016	3	18	44	43	107
2016_q4	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2016	4			14	36
2016_q4	General Surgery	Bowel Resection		Total	Provincial	2016	4	17	98	26	93
2016_q4	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2016	4	23	98	11	40
2016_q4	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2016	4	29	56	33	178
2016_q4	General Surgery	Bowel Resection		Zone 1	Valley Regional	2016	4	12	18	37	58
2016_q4	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2016	4	12	112		
2016_q4	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2016	4	11	63	38	111
2016_q4	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2016	4	20	93	20	44
2016_q4	General Surgery	Bowel Resection		Zone 2	Colchester Regional	2016	4	24	155	28	49
2016_q4	General Surgery	Bowel Resection		Zone 4	QE2	2016	4	20	82	32	190
3month_rolling	General Surgery	Bowel Resection		Zone 4	QE2	2016	4	20	82	32	190
3month_rolling	General Surgery	Bowel Resection		Zone 1	Yarmouth Regional	2016	4	23	98	11	40
3month_rolling	General Surgery	Bowel Resection		Zone 2	Cumberland Regional	2016	4			14	36
3month_rolling	General Surgery	Bowel Resection		Zone 4	Dartmouth General	2016	4	29	56	33	178
3month_rolling	General Surgery	Bowel Resection		Zone 1	Valley Regional	2016	4	12	18	37	58
3month_rolling	General Surgery	Bowel Resection		Zone 1	South Shore Regional	2016	4	12	112		
3month_rolling	General Surgery	Bowel Resection		Zone 3	St. Marthas Regional	2016	4	11	63	38	111
3month_rolling	General Surgery	Bowel Resection		Zone 3	Cape Breton Regional	2016	4	20	93	20	44
3month_rolling	General Surgery	Bowel Resection		Total	Provincial	2016	4	17	98	26	93
3month_rolling	General Surgery	Bowel Resection		Zone 2	Colchester Regional	2016	4	24	155	28	49
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Ellsmere, James C"					30	148	13	49
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Nader, Nabil"					23	71	13	22
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Klassen, Dennis R"					17	18	26	33
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Redwan, Hani"					8	42	23	51
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Johnson, Paul M"					20	141	28	391
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"O'Malley, Vincent"					20	138	27	41
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Archibald, Alison"					13	27	22	24
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Hoogerboord, C Marius"					20	117	24	62
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Enright, Jonathan Boyde"					33	56	36	186
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Alawashez, Abdulrahim S"					15	98	36	60
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Clark, F Donald"					16	57	43	59
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"MacDonald, Blair"					31	50	10	25
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Neumann, Katerina"					40	106	39	96
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Abdul Kadir, Najeeb Ahmed"					32	56	18	41
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Wasserman, Lukas"					13	76	28	90
12month_rolling	General Surgery	Bowel Resection - Laparoscopic	"Kenyon, Chris"					12	43	41	137
12month_rolling	Thoracic Surgery	Bowel Resection - Laparoscopic	"McGory,Rodney W"					11	74	28	60
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 2	Cumberland Regional	2016	4	23	61	16	36
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 1	Valley Regional	2016	4	18	84	35	51
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2016	4	20	106	28	96
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2016	4	14	134	34	89
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 1	Yarmouth Regional	2016	4	13	98	14	29
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 3	Cape Breton Regional	2016	4	12	74	23	51
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Zone 4	Dartmouth General	2016	4	28	56	36	186
12month_rolling	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2016	4	19	85	26	70
2014_q4	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2014	4	19	48	27	92
2014_q4	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2014	4	19	44	37	242
2015_q1	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2015	1	18	242		
2015_q1	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2015	1	18	105	29	115
2015_q1	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2015	1	21	41	38	281
2015_q2	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2015	2	13	43	29	258
2015_q2	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2015	2	12	16		
2015_q2	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2015	2	17	43	110	465
2015_q3	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2015	3	31	112	20	36
2015_q3	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2015	3	17	41		
2015_q3	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2015	3	24	104	25	58
2015_q4	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2015	4	14	65	26	65
2015_q4	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2015	4	15	61	27	112
2015_q4	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2015	4	11	34		
2016_q1	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2016	1	27	141	29	70
2016_q1	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2016	1	33	141	33	109
2016_q1	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2016	1	17	283		
2016_q2	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2016	2	17	64	27	98
2016_q2	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2016	2	21	74	26	69
2016_q2	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2016	2	55	139		
2016_q3	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2016	3	18	67		
2016_q3	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2016	3	21	114	27	83
2016_q3	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2016	3	18	81	25	51
2016_q4	General Surgery	Bowel Resection - Laparoscopic		Total	Provincial	2016	4	13	63	27	96
2016_q4	General Surgery	Bowel Resection - Laparoscopic		Zone 3	St. Marthas Regional	2016	4	8	18		
2016_q4	General Surgery	Bowel Resection - Laparoscopic		Zone 4	QE2	2016	4	14	84	31	190
12month_rolling	General Surgery	Bowel Resection - Open	"Redwan, Hani"					21	38	16	39
12month_rolling	General Surgery	Bowel Resection - Open	"Johnson, Paul M"					15	72	40	91
12month_rolling	General Surgery	Bowel Resection - Open	"Butler, Clay K"					23	42	17	73
12month_rolling	General Surgery	Bowel Resection - Open	"O'Malley, Vincent"					20	25	27	36
12month_rolling	General Surgery	Bowel Resection - Open	"Hassan, Abdalla"					11	14	16	33
12month_rolling	General Surgery	Bowel Resection - Open	"Smith, Philip Michael"					7	89	26	49
12month_rolling	General Surgery	Bowel Resection - Open	"Porter, Geoffrey A"					18	20	27	59
12month_rolling	General Surgery	Bowel Resection - Open	"Giacomantonio, Carman Anthony"					19	24	49	232
12month_rolling	General Surgery	Bowel Resection - Open	"McKenney, Roderick"					24	55	39	71
12month_rolling	General Surgery	Bowel Resection - Open	"Wasilewski, Leszek J"					22	31	36	73
12month_rolling	General Surgery	Bowel Resection - Open	"Shih, Warren W"					7	20	42	104
12month_rolling	General Surgery	Bowel Resection - Open	"Cole, Basilon"					7	17	21	35
12month_rolling	General Surgery	Bowel Resection - Open	"Lefel, Oleg"					8	27	13	70
12month_rolling	General Surgery	Bowel Resection - Open	"Murphy, Christopher"					13	42	13	62
12month_rolling	General Surgery	Bowel Resection - Open	"Stoddart, Todd"					16	50	15	43
12month_rolling	General Surgery	Bowel Resection - Open	"Enright, Jonathan Boyde"					32	56	43	69
12month_rolling	General Surgery	Bowel Resection - Open	"Kenyon, Chris"					14	54	39	172
12month_rolling	General Surgery	Bowel Resection - Open	"Neumann, Katerina"					38	107	33	89
12month_rolling	General Surgery	Bowel Resection - Open	"McGibney, Kieron"					33	155	28	57
12month_rolling	General Surgery	Bowel Resection - Open	"Clark, F Donald"					19	49	41	62
12month_rolling	General Surgery	Bowel Resection - Open	"Mitchell, Alex D"					9	64	18	67
12month_rolling	General Surgery	Bowel Resection - Open	"Murdoch, John L"					14	142	43	107
12month_rolling	General Surgery	Bowel Resection - Open	"Yaffe, Paul"					27	141	49	71
12month_rolling	General Surgery	Bowel Resection - Open	"O'Sullivan, Colleen M"					30	83	24	56
12month_rolling	General Surgery	Bowel Resection - Open	"Helyer, Lucy K"					13	21	33	89
12month_rolling	General Surgery	Bowel Resection - Open	"Johnson, Kevin"					35	78	38	51
12month_rolling	Thoracic Surgery	Bowel Resection - Open	"McGory,Rodney W"					14	22	20	41
12month_rolling	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2016	4	14	53	17	50
12month_rolling	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2016	4	21	89	32	70
12month_rolling	General Surgery	Bowel Resection - Open		Zone 4	QE2	2016	4	18	72	35	114
12month_rolling	General Surgery	Bowel Resection - Open		Total	Provincial	2016	4	19	84	29	86
12month_rolling	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2016	4	14	98	15	70
12month_rolling	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2016	4	20	100	38	107
12month_rolling	General Surgery	Bowel Resection - Open		Zone 2	Aberdeen Hospital	2016	4	11	35	21	39
12month_rolling	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2016	4	26	78	39	65
12month_rolling	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2016	4	14	78	17	50
12month_rolling	General Surgery	Bowel Resection - Open		Zone 3	St. Marthas Regional	2016	4	21	28	23	29
2014_q4	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2014	4			16	37
2014_q4	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2014	4	27	71	34	69
2014_q4	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2014	4			29	44
2014_q4	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2014	4	11	38	19	47
2014_q4	General Surgery	Bowel Resection - Open		Zone 4	QE2	2014	4	13	51	22	150
2014_q4	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2014	4			36	58
2014_q4	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2014	4	29	156	36	129
2014_q4	General Surgery	Bowel Resection - Open		Total	Provincial	2014	4	18	89	25	69
2015_q1	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2015	1	47	95	37	125
2015_q1	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2015	1			17	24
2015_q1	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2015	1	21	41	17	29
2015_q1	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2015	1	47	95	37	44
2015_q1	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2015	1			29	68
2015_q1	General Surgery	Bowel Resection - Open		Zone 4	QE2	2015	1	16	66	29	83
2015_q1	General Surgery	Bowel Resection - Open		Total	Provincial	2015	1	25	95	24	93
2015_q2	General Surgery	Bowel Resection - Open		Total	Provincial	2015	2	19	98	30	99
2015_q2	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2015	2			22	31
2015_q2	General Surgery	Bowel Resection - Open		Zone 4	QE2	2015	2	19	53	43	155
2015_q2	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2015	2	19	89	17	37
2015_q2	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2015	2			40	52
2015_q2	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2015	2			26	61
2015_q2	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2015	2	34	97	29	130
2015_q2	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2015	2	15	30	48	62
2015_q3	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2015	3			43	75
2015_q3	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2015	3			53	153
2015_q3	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2015	3	22	73	53	118
2015_q3	General Surgery	Bowel Resection - Open		Zone 4	QE2	2015	3	30	86	22	72
2015_q3	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2015	3			16	26
2015_q3	General Surgery	Bowel Resection - Open		Total	Provincial	2015	3	18	78	27	107
2015_q3	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2015	3	16	52	36	111
2015_q3	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2015	3			29	58
2015_q4	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2015	4	53	107	23	50
2015_q4	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2015	4			14	78
2015_q4	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2015	4			24	44
2015_q4	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2015	4	37	107	51	107
2015_q4	General Surgery	Bowel Resection - Open		Total	Provincial	2015	4	21	101	25	81
2015_q4	General Surgery	Bowel Resection - Open		Zone 4	QE2	2015	4	20	58	26	160
2015_q4	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2015	4	19	40	29	50
2015_q4	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2015	4			16	33
2016_q1	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2016	1	22	64	66	100
2016_q1	General Surgery	Bowel Resection - Open		Total	Provincial	2016	1	19	71	35	101
2016_q1	General Surgery	Bowel Resection - Open		Zone 4	QE2	2016	1	18	65	50	217
2016_q1	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2016	1	28	189	58	113
2016_q1	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2016	1			16	68
2016_q1	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2016	1			26	58
2016_q1	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2016	1	18	23	11	74
2016_q2	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2016	2			19	50
2016_q2	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2016	2	42	78	38	49
2016_q2	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2016	2	13	53	20	51
2016_q2	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2016	2			32	57
2016_q2	General Surgery	Bowel Resection - Open		Zone 4	QE2	2016	2	25	107	31	91
2016_q2	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2016	2			22	77
2016_q2	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2016	2	16	100	32	67
2016_q2	General Surgery	Bowel Resection - Open		Total	Provincial	2016	2	22	107	29	71
2016_q3	General Surgery	Bowel Resection - Open		Zone 1	South Shore Regional	2016	3			16	41
2016_q3	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2016	3			11	70
2016_q3	General Surgery	Bowel Resection - Open		Total	Provincial	2016	3	14	42	27	86
2016_q3	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2016	3	14	38	19	39
2016_q3	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2016	3	18	41	47	107
2016_q3	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2016	3	19	49	28	60
2016_q3	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2016	3			36	86
2016_q3	General Surgery	Bowel Resection - Open		Zone 4	QE2	2016	3	13	37	33	114
2016_q4	General Surgery	Bowel Resection - Open		Zone 1	Yarmouth Regional	2016	4			14	40
2016_q4	General Surgery	Bowel Resection - Open		Zone 4	Dartmouth General	2016	4			24	43
2016_q4	General Surgery	Bowel Resection - Open		Zone 3	Cape Breton Regional	2016	4			18	29
2016_q4	General Surgery	Bowel Resection - Open		Zone 4	QE2	2016	4	20	84	35	106
2016_q4	General Surgery	Bowel Resection - Open		Zone 2	Colchester Regional	2016	4			28	49
2016_q4	General Surgery	Bowel Resection - Open		Total	Provincial	2016	4	20	142	26	70
2016_q4	General Surgery	Bowel Resection - Open		Zone 1	Valley Regional	2016	4	11	18	37	61
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"Weeks, Adrienne"					13	61	10	32
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"Weise, Lutz"					20	92	21	56
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"Pickett, Gwynedd"					67	188	34	106
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"Clarke, David B"					24	122	38	136
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"McNeely, P Daniel"					17	70	28	85
12month_rolling	Neurosurgery	Brain Surgery  (Adult)	"Walling, Simon"					38	41	37	176
2014_q4	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2014	4	36	350	48	237
2014_q4	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2014	4	36	350	48	237
2015_q1	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2015	1	21	365	32	244
2015_q1	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2015	1	22	365	32	244
2015_q2	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2015	2	30	119	32	160
2015_q2	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2015	2	35	119	32	160
2015_q3	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2015	3	15	194	20	161
2015_q3	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2015	3	15	194	20	161
2015_q4	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2015	4	38	108	46	165
2015_q4	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2015	4	38	108	46	165
2016_q1	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2016	1	33	78	27	123
2016_q1	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2016	1	33	78	28	123
2016_q2	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2016	2	22	123	20	93
2016_q2	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2016	2	20	123	20	93
2016_q3	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2016	3	26	132	30	104
2016_q3	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2016	3	26	132	29	104
2016_q4	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2016	4	19	147	31	151
2016_q4	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2016	4	19	147	30	151
3month_rolling	Neurosurgery	Brain Surgery  (Adult)		Zone 4	QE2	2016	4	19	147	31	151
3month_rolling	Neurosurgery	Brain Surgery  (Adult)		Total	Provincial	2016	4	19	147	30	151
12month_rolling	Neurosurgery	Brain Surgery  (Pediatric)	"McNeely, P Daniel"					17	31	29	85
12month_rolling	Neurosurgery	Brain Surgery  (Pediatric)	"Walling, Simon"					7	19	13	37
2014_q4	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2014	4			35	141
2014_q4	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2014	4			35	141
2015_q1	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2015	1			10	107
2015_q1	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2015	1			10	107
2015_q2	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2015	2			30	142
2015_q2	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2015	2			30	142
2015_q3	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2015	3			17	74
2015_q3	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2015	3			17	74
2015_q4	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2015	4			9	142
2015_q4	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2015	4			9	142
2016_q1	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2016	1			36	155
2016_q1	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2016	1			36	155
2016_q2	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2016	2			22	72
2016_q2	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2016	2			14	72
2016_q3	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2016	3			7	37
2016_q3	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2016	3			7	37
2016_q4	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2016	4			14	57
2016_q4	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2016	4			15	57
3month_rolling	Neurosurgery	Brain Surgery  (Pediatric)		Total	Provincial	2016	4			14	57
3month_rolling	Neurosurgery	Brain Surgery  (Pediatric)		IWK	IWK	2016	4			15	57
12month_rolling	Plastic Surgery	Breast Augmentation	"Atiyah, Abdulrazzak O"					8	17	44	77
12month_rolling	Plastic Surgery	Breast Augmentation	"Hayden, David"					37	37	208	294
12month_rolling	Plastic Surgery	Breast Augmentation	"Brennan, Michael"					71	163	83	97
12month_rolling	Plastic Surgery	Breast Augmentation		Total	Provincial	2016	4	32	163	76	242
12month_rolling	Plastic Surgery	Breast Augmentation		Zone 3	New Waterford	2016	4	8	17	41	77
12month_rolling	Plastic Surgery	Breast Augmentation		Zone 1	South Shore Regional	2016	4	37	163	141	294
12month_rolling	Plastic Surgery	Breast Augmentation		Zone 3	St. Marthas Regional	2016	4			84	97
12month_rolling	General Surgery	Breast Cancer Surgery	"Murphy, Christopher"					5	20	16	44
12month_rolling	General Surgery	Breast Cancer Surgery	"MacGillivray, Barbara Jean"					13	35	16	51
12month_rolling	General Surgery	Breast Cancer Surgery	"Faryniuk, Andrea Marie"					4	20	16	35
12month_rolling	General Surgery	Breast Cancer Surgery	"Wasserman, Lukas"					2	15	23	31
12month_rolling	General Surgery	Breast Cancer Surgery	"Topp, Trevor J"					7	15	19	36
12month_rolling	General Surgery	Breast Cancer Surgery	"Butler, Clay K"					10	39	20	36
12month_rolling	General Surgery	Breast Cancer Surgery	"Smith, Philip Michael"					7	22	16	29
12month_rolling	General Surgery	Breast Cancer Surgery	"Proctor, Irma Joan"					21	63	12	23
12month_rolling	General Surgery	Breast Cancer Surgery	"Archibald, Alison"					12	17	16	27
12month_rolling	General Surgery	Breast Cancer Surgery	"Cole, Basilon"					2	8	15	22
12month_rolling	General Surgery	Breast Cancer Surgery	"Porter, Geoffrey A"					8	18	14	30
12month_rolling	General Surgery	Breast Cancer Surgery	"McKenney, Roderick"					10	29	21	41
12month_rolling	General Surgery	Breast Cancer Surgery	"Calverley, Virginia C"					8	16	13	24
12month_rolling	General Surgery	Breast Cancer Surgery	"Lefel, Oleg"					4	9	15	19
12month_rolling	General Surgery	Breast Cancer Surgery	"Gallant, Paula"					9	48	16	30
12month_rolling	General Surgery	Breast Cancer Surgery	"O'Sullivan, Colleen M"					13	29	19	33
12month_rolling	General Surgery	Breast Cancer Surgery	"Helyer, Lucy K"					10	19	16	35
12month_rolling	General Surgery	Breast Cancer Surgery	"Lamey, Alicia"					7	9	14	23
12month_rolling	General Surgery	Breast Cancer Surgery	"McGibney, Kieron"					8	14	22	36
